word	ipa	language	pos	concept	label
quintet	kwɪntɛt	english	noun	quintet	1
sextet	sɛkstɛt	english	noun	sextet	1
septet	sɛptɛt	english	noun	septet	1
octet	ɒktɛt	english	noun	octet	1
symphony	sɪmfəni	english	noun	symphony	1
concerto	kəntʃɛrtoʊ	english	noun	concerto	1
sonata	sənɑtə	english	noun	sonata	1
suite	swit	english	noun	suite	1
rondo	rɒndoʊ	english	noun	rondo	1
fugue	fjuɡ	english	noun	fugue	1
canon	kænən	english	noun	canon	1
aria	ɑriə	english	noun	aria	1
recitative	rɛsɪtətiv	english	noun	recitative	1
duet	duɛt	english	noun	duet	1
trio	tri.oʊ	english	noun	trio	1
chorus	kɔrəs	english	noun	chorus	1
choir	kwaɪər	english	noun	choir	1
cappella	kəpɛlə	english	noun	cappella	1
requiem	rɛkwɪɛm	english	noun	requiem	1
oratorio	ɔrətɔrioʊ	english	noun	oratorio	1
cantata	kæntɑtə	english	noun	cantata	1
mass	mæs	english	noun	mass	1
hymn	hɪm	english	noun	hymn	1
psalm	sɑm	english	noun	psalm	1
spiritual	spɪrɪtʃuəl	english	noun	spiritual	0
madrigal	mædrɪɡəl	english	noun	madrigal	1
motet	moʊtɛt	english	noun	motet	1
chanson	ʃɑnsɒn	english	noun	chanson	1
lied	lid	english	noun	lied	1
ballad	bæləd	english	noun	ballad	1
carol	kærəl	english	noun	carol	0
serenade	sɛrənɑd	english	noun	serenade	1
nocturne	nɒktɜrn	english	noun	nocturne	1
étude	eɪtud	english	noun	étude	1
scherzo	skɛrtsoʊ	english	noun	scherzo	1
capriccio	kəprɪtʃoʊ	english	noun	capriccio	1
fantasia	fænteɪʒə	english	noun	fantasia	1
rhapsody	ræpsədi	english	noun	rhapsody	1
toccata	təkɑtə	english	noun	toccata	1
passacaglia	pæsəkɑljə	english	noun	passacaglia	1
chaconne	ʃəkɒn	english	noun	chaconne	1
pavane	pəvɑn	english	noun	pavane	1
sarabande	særəbænd	english	noun	sarabande	1
gigue	ʒiɡ	english	noun	gigue	1
minuet	mɪnjuɛt	english	noun	minuet	1
gavotte	ɡəvɒt	english	noun	gavotte	1
bourree	bʊreɪ	english	noun	bourree	1
allemande	æləmɑnd	english	noun	allemande	1
courante	kʊrɑnt	english	noun	courante	1
tarantula	təræntʃələ	english	noun	tarantula	1
penguin	pɛŋɡwɪn	english	noun	penguin	1
koala	koʊɑlə	english	noun	koala	1
panda	pændə	english	noun	panda	1
llama	lɑmə	english	noun	llama	1
alpaca	ælpækə	english	noun	alpaca	1
vicuña	vɪkunjə	english	noun	vicuña	1
chinchilla	tʃɪntʃɪlə	english	noun	chinchilla	1
capybara	kæpɪbɑrə	english	noun	capybara	1
iguana	ɪɡwɑnə	english	noun	iguana	1
anaconda	ænəkɒndə	english	noun	anaconda	1
cobra	koʊbrə	english	noun	cobra	1
piranha	pɪrɑnə	english	noun	piranha	1
barracuda	bærəkudə	english	noun	barracuda	1
shark	ʃɑrk	english	noun	shark	0
whale	weɪl	english	noun	whale	0
dolphin	dɒlfɪn	english	noun	dolphin	1
octopus	ɒktəpəs	english	noun	octopus	1
jellyfish	dʒɛlifɪʃ	english	noun	jellyfish	0
starfish	stɑrfɪʃ	english	noun	starfish	0
seahorse	sihoʊrs	english	noun	seahorse	0
lobster	lɒbstər	english	noun	lobster	0
crab	kræb	english	noun	crab	0
shrimp	ʃrɪmp	english	noun	shrimp	0
oyster	ɔɪstər	english	noun	oyster	0
mussel	mʌsəl	english	noun	mussel	0
clam	klæm	english	noun	clam	0
scallop	skɒləp	english	noun	scallop	0
squid	skwɪd	english	noun	squid	0
urchin	ɜrtʃɪn	english	noun	urchin	0
coral	kɔrəl	english	noun	coral	1
anemone	ənɛməni	english	noun	anemone	1
plankton	plæŋktən	english	noun	plankton	1
algae	ældʒi	english	noun	algae	0
seaweed	siwid	english	noun	seaweed	0
kelp	kɛlp	english	noun	kelp	0
reef	rif	english	noun	reef	0
lagoon	ləɡun	english	noun	lagoon	1
atoll	ætɒl	english	noun	atoll	1
archipelago	ɑrkɪpɛləɡoʊ	english	noun	archipelago	1
peninsula	pɪnɪnsjələ	english	noun	peninsula	1
isthmus	ɪsməs	english	noun	isthmus	1
fjord	fjɔrd	english	noun	fjord	1
geyser	ɡaɪzər	english	noun	geyser	1
glacier	ɡleɪʃər	english	noun	glacier	1
iceberg	aɪsbɜrɡ	english	noun	iceberg	1
taiga	taɪɡə	english	noun	taiga	1
savanna	səvænə	english	noun	savanna	1
prairie	prɛri	english	noun	prairie	1
steppe	stɛp	english	noun	steppe	1
desert	dɛzərt	english	noun	desert	1
oasis	oʊeɪsɪs	english	noun	oasis	1
mesa	meɪsə	english	noun	mesa	1
butte	bjut	english	noun	butte	1
plateau	plætoʊ	english	noun	plateau	1
valley	væli	english	noun	valley	0
gorge	ɡɔrdʒ	english	noun	gorge	0
ravine	rəvin	english	noun	ravine	0
summit	sʌmɪt	english	noun	summit	0
peak	pik	english	noun	peak	0
ridge	rɪdʒ	english	noun	ridge	0
slope	sloʊp	english	noun	slope	0
cliff	klɪf	english	noun	cliff	0
boulder	boʊldər	english	noun	boulder	0
pebble	pɛbəl	english	noun	pebble	0
sand	sænd	english	noun	sand	0
dune	dun	english	noun	dune	1
beach	bitʃ	english	noun	beach	0
shore	ʃɔr	english	noun	shore	0
coast	koʊst	english	noun	coast	1
bay	beɪ	english	noun	bay	0
cove	koʊv	english	noun	cove	0
harbor	hɑrbər	english	noun	harbor	0
dock	dɒk	english	noun	dock	0
pier	pɪr	english	noun	pier	0
wharf	wɔrf	english	noun	wharf	0
marina	mərinə	english	noun	marina	1
yacht	jɒt	english	noun	yacht	0
sailboat	seɪlboʊt	english	noun	sailboat	0
catamaran	kætəməræn	english	noun	catamaran	1
trimaran	traɪməræn	english	noun	trimaran	1
canoe	kənu	english	noun	canoe	1
raft	ræft	english	noun	raft	0
dinghy	dɪŋɡi	english	noun	dinghy	0
submarine	sʌbmərin	english	noun	submarine	1
destroyer	dɪstrɔɪər	english	noun	destroyer	0
cruiser	kruzər	english	noun	cruiser	0
frigate	frɪɡət	english	noun	frigate	1
corvette	kɔrvɛt	english	noun	corvette	1
schooner	skunər	english	noun	schooner	0
brigantine	brɪɡəntin	english	noun	brigantine	1
galleon	ɡæliən	english	noun	galleon	1
caravel	kærəvɛl	english	noun	caravel	1
dhow	daʊ	english	noun	dhow	1
junk	dʒʌŋk	english	noun	junk	0
sampan	sæmpæn	english	noun	sampan	1
gondola	ɡɒndələ	english	noun	gondola	1
punt	pʌnt	english	noun	punt	0
ferry	fɛri	english	noun	ferry	0
barge	bɑrdʒ	english	noun	barge	0
tugboat	tʌɡboʊt	english	noun	tugboat	0
hovercraft	hɒvərkræft	english	noun	hovercraft	0
jetski	dʒɛtski	english	noun	jetski	0
tsunami	tsunami	french	noun	tsunami	1
pomme	pɔm	french	noun	apple	0
rendezvous	ʁɑ̃devu	french	noun	meeting	0
marcher	maʁʃe	french	verb	walk	0
karaoké	kaʁaɔke	french	noun	karaoke	1
chat	ʃa	french	noun	cat	0
élite	elit	french	noun	elite	0
courir	kuʁiʁ	french	verb	run	0
sushi	suʃi	french	noun	sushi	1
chien	ʃjɛ̃	french	noun	dog	0
ballet	balɛ	french	noun	ballet	0
maison	mɛzɔ̃	french	noun	house	0
cuisine	kɥizin	french	noun	cuisine	0
arbre	aʁbʁ	french	noun	tree	0
gourmet	ɡuʁmɛ	french	noun	gourmet	0
rivière	ʁivjɛʁ	french	noun	river	0
restaurant	ʁɛstɔʁɑ̃	french	noun	restaurant	0
oiseau	wazo	french	noun	bird	0
jardin d'enfants	ʒaʁdɛ̃dɑ̃fɑ̃	french	noun	kindergarten	0
poisson	pwasɔ̃	french	noun	fish	0
zeitgeist	tsajtɡajst	french	noun	zeitgeist	1
ours	uʁs	french	noun	bear	0
schadenfreude	ʃadənfrɔjdə	french	noun	schadenfreude	1
chaise	ʃɛz	french	noun	chair	0
algèbre	alʒɛbʁ	french	noun	algebra	1
table	tabl	french	noun	table	0
algorithme	alɡɔʁitm	french	noun	algorithm	1
chaussure	ʃosyʁ	french	noun	shoe	0
zéro	zeʁo	french	noun	zero	1
chemise	ʃəmiz	french	noun	shirt	0
café	kafe	french	noun	coffee	0
voiture	vwatyʁ	french	noun	car	0
piano	pjano	french	noun	piano	1
route	ʁut	french	noun	road	0
opéra	ɔpeʁa	french	noun	opera	1
livre	livʁ	french	noun	book	0
karma	kaʁma	french	noun	karma	1
stylo	stilo	french	noun	pen	0
yoga	joɡa	french	noun	yoga	1
lait	lɛ	french	noun	milk	0
safari	safaʁi	french	noun	safari	1
pain	pɛ̃	french	noun	bread	0
zèbre	zɛbʁ	french	noun	zebra	1
nuage	nɥaʒ	french	noun	cloud	0
kayak	kajak	french	noun	kayak	1
pluie	plɥi	french	noun	rain	0
igloo	iɡlu	french	noun	igloo	1
neige	nɛʒ	french	noun	snow	0
samouraï	samuʁaj	french	noun	samurai	1
tempête	tɑ̃pɛt	french	noun	storm	0
manga	mɑ̃ɡa	french	noun	manga	1
vent	vɑ̃	french	noun	wind	0
anime	anim	french	noun	anime	1
feu	fø	french	noun	fire	0
haïku	ajku	french	noun	haiku	1
glace	ɡlas	french	noun	ice	0
origami	ɔʁiɡami	french	noun	origami	1
roche	ʁɔʃ	french	noun	rock	1
ninja	nɛ̃ʒa	french	noun	ninja	1
terre	tɛʁ	french	noun	earth	0
futon	fytɔ̃	french	noun	futon	1
ciel	sjɛl	french	noun	sky	0
ramen	ʁamɛn	french	noun	ramen	1
main	mɛ̃	french	noun	hand	0
tofu	tɔfy	french	noun	tofu	1
pied	pje	french	noun	foot	0
bonsaï	bɔ̃saj	french	noun	bonsai	1
œil	œj	french	noun	eye	0
geisha	ɡɛʃa	french	noun	geisha	1
nez	ne	french	noun	nose	0
chic	ʃik	french	adjective	chic	0
bouche	buʃ	french	noun	mouth	0
cliché	kliʃe	french	noun	cliché	0
cheveux	ʃəvø	french	noun	hair	0
décor	dekɔʁ	french	noun	décor	0
bras	bʁa	french	noun	arm	0
ensemble	ɑ̃sɑ̃bl	french	noun	ensemble	0
jambe	ʒɑ̃b	french	noun	leg	0
façade	fasad	french	noun	façade	0
cœur	kœʁ	french	noun	heart	0
genre	ʒɑ̃ʁʁ	french	noun	genre	0
os	ɔs	french	noun	bone	0
liaison	ljɛzɔ̃	french	noun	liaison	0
porte	pɔʁt	french	noun	door	0
matinée	matine	french	noun	matinée	0
fenêtre	fənɛtʁ	french	noun	window	0
naïf	naif	french	adjective	naïve	0
mur	myʁ	french	noun	wall	0
résumé	ʁezyme	french	noun	résumé	0
sol	sɔl	french	noun	floor	0
silhouette	silwɛt	french	noun	silhouette	0
toit	twa	french	noun	roof	0
souvenir	suvniʁ	french	noun	souvenir	0
lit	li	french	noun	bed	0
sosie	sɔzi	french	noun	doppelganger	0
mère	mɛʁ	french	noun	mother	0
désir de voyager	dezidəvwajaʒe	french	noun	wanderlust	0
père	pɛʁ	french	noun	father	0
angoisse	ɑ̃ɡwas	french	noun	angst	0
sœur	sœʁ	french	noun	sister	0
blitz	blits	french	noun	blitz	1
frère	fʁɛʁ	french	noun	brother	0
épicerie fine	episʁifin	french	noun	delicatessen	0
enfant	ɑ̃fɑ̃	french	noun	child	0
ersatz	ɛʁzats	french	noun	ersatz	1
ami	ami	french	noun	friend	0
fête	fɛt	french	noun	fest	0
enseignant	ɑ̃sɛɲɑ̃	french	noun	teacher	0
à tes souhaits	atesuɛ	french	noun	gesundheit	0
étudiant	etydjɑ̃	french	noun	student	0
arrière-pays	aʁjɛʁpɛi	french	noun	hinterland	0
matin	matɛ̃	french	noun	morning	0
foutu	futy	french	noun	kaput	0
nuit	nɥi	french	noun	night	0
leitmotiv	lajtmɔtif	french	noun	leitmotif	1
jour	ʒuʁ	french	noun	day	0
poltergeist	pɔltəʁɡajst	french	noun	poltergeist	1
année	ane	french	noun	year	0
sac à dos	sakado	french	noun	rucksack	0
manger	mɑ̃ʒe	french	verb	eat	0
baratin	baʁatɛ̃	french	noun	spiel	0
dormir	dɔʁmiʁ	french	verb	sleep	0
super	sypɛʁ	french	noun	uber	0
sauter	sote	french	verb	jump	0
interdit	ɛ̃tɛʁdi	french	verb	verboten	0
s’asseoir	saswaʁ	french	verb	sit	0
enfant prodige	ɑ̃fɑ̃pʁɔdiʒ	french	noun	wunderkind	0
se lever	sələve	french	verb	stand	0
sucre	sykʁ	french	noun	sugar	1
ouvrir	uvʁiʁ	french	verb	open	0
coton	kɔtɔ̃	french	noun	cotton	1
fermer	fɛʁme	french	verb	close	0
magazine	maɡazin	french	noun	magazine	1
donner	dɔne	french	verb	give	0
canapé	kanape	french	noun	sofa	0
prendre	pʁɑ̃dʁ	french	verb	take	0
alcool	alkɔl	french	noun	alcohol	1
faire	fɛʁ	french	verb	make	0
girafe	ʒiʁaf	french	noun	giraffe	1
lire	liʁ	french	verb	read	0
danger	dɑ̃ʒe	french	noun	hazard	0
écrire	ekʁiʁ	french	verb	write	0
bocal	bɔkal	french	noun	jar	0
chanter	ʃɑ̃te	french	verb	sing	0
citron	sitʁɔ̃	french	noun	lemon	0
danser	dɑ̃se	french	verb	dance	0
matelas	matla	french	noun	mattress	1
travailler	tʁavaje	french	verb	work	0
tarif	taʁif	french	noun	tariff	1
apprendre	apʁɑ̃dʁ	french	verb	learn	0
macho	matʃo	french	noun	macho	1
heureux	øʁø	french	adjective	happy	0
fête	fɛt	french	noun	fiesta	0
triste	tʁist	french	adjective	sad	0
sieste	sjɛst	french	noun	siesta	0
grand	ɡʁɑ̃	french	adjective	big	0
place	plas	french	noun	plaza	0
petit	pəti	french	adjective	small	0
patio	patjo	french	noun	patio	1
chaud	ʃo	french	adjective	hot	0
guérilla	ɡeʁija	french	noun	guerrilla	1
froid	fʁwa	french	adjective	cold	0
tornade	tɔʁnad	french	noun	tornado	1
nouveau	nuvo	french	adjective	new	0
canyon	kanejɔ̃	french	noun	canyon	1
vieux	vjø	french	adjective	old	0
aubaine	obɛn	french	noun	bonanza	0
rapidement	ʁapidmɑ̃	french	adverb	quickly	0
burrito	buʁito	french	noun	burrito	1
lentement	lɑ̃tmɑ̃	french	adverb	slowly	0
quesadilla	kɛzadija	french	noun	quesadilla	1
toujours	tujouʁ	french	adverb	always	0
taco	tako	french	noun	taco	1
jamais	ʒamɛ	french	adverb	never	0
nacho	naʃo	french	noun	nacho	1
banane	banana	french	noun	banana	1
poncho	pɔ̃ʃo	french	noun	poncho	1
herbe	ɛʁb	french	noun	grass	0
justicier	ʒystisje	french	noun	vigilante	0
fleur	flœʁ	french	noun	flower	0
fresque	fʁɛsk	french	noun	fresco	1
montagne	mɔ̃taɲ	french	noun	mountain	0
studio	stydjo	french	noun	studio	1
amour	amuʁ	french	verb	love	0
volcan	vɔlkɑ̃	french	noun	volcano	0
penser	pɑ̃se	french	verb	think	0
enfer	ɑ̃fɛʁ	french	noun	inferno	0
fort	fɔʁ	french	adjective	strong	0
stuc	styk	french	noun	stucco	1
faible	fɛbl	french	adjective	weak	0
cappuccino	kapysino	french	noun	cappuccino	1
propre	pʁɔpʁ	french	adjective	clean	0
expresso	ɛkspʁɛso	french	noun	espresso	1
rêve	ʁɛv	french	verb	dream	0
bravo	bʁavo	french	adverb	bravo	1
construire	kɔ̃stʁɥiʁ	french	verb	build	0
nirvana	niʁvana	french	noun	nirvana	1
grandir	gʁɑ̃diʁ	french	verb	grow	0
bungalow	bœ̃galɔ̃	french	noun	bungalow	1
plante	plɑ̃t	french	noun	plant	0
jungle	ʒœ̃ɡl	french	noun	jungle	1
récolte	ʁekɔlt	french	noun	harvest	0
pyjama	pizama	french	noun	pajamas	1
cuisiner	kɥizinɛ	french	verb	cook	0
shampooing	ʃɑ̃pwɛ̃	french	noun	shampoo	1
cuire	kɥiʁ	french	verb	bake	0
voyou	vwaju	french	noun	thug	0
dessiner	dɛsjine	french	verb	draw	0
avatar	avataʁ	french	noun	avatar	1
peindre	pɛ̃dʁə	french	verb	paint	0
gourou	guʁu	french	noun	guru	1
jouer	ʒwe	french	verb	play	0
vaudou	vodou	french	noun	voodoo	1
étudier	etydjɛ	french	verb	study	0
marimba	maʁɛ̃ba	french	noun	marimba	1
enseigner	ɑ̃sɛɲɛ	french	verb	teach	0
mojo	moʒo	french	noun	mojo	1
aider	edɛ	french	verb	help	0
banjo	bɑ̃ʒo	french	noun	banjo	1
demander	dəmande	french	verb	ask	0
toundra	tundʁa	french	noun	tundra	1
répondre	ʁepɔ̃dʁə	french	verb	answer	0
anorak	anɔʁak	french	noun	anorak	1
appeler	apɛlɛ	french	verb	call	0
toboggan	tɔbɔɡan	french	noun	toboggan	1
nom	nɔm	french	noun	name	0
boomerang	bumɛʁɑ̃ɡ	french	noun	boomerang	1
écouter	ekoute	french	verb	listen	0
kangourou	kɑ̃ɡuʁu	french	noun	kangaroo	1
animal	animal	french	noun	animal	0
artiste	aʁtist	french	noun	artist	0
banque	bɑ̃k	french	noun	bank	0
capitale	kapital	french	noun	capital	0
centre	sɑ̃tʁ	french	noun	center	0
cinéma	sine.ma	french	noun	cinema	1
cité	site	french	noun	city	0
couleur	kulœʁ	french	noun	color	0
comédie	kɔmedi	french	noun	comedy	1
culture	kyltyʁ	french	noun	culture	0
docteur	dɔktœʁ	french	noun	doctor	0
drame	dʁam	french	noun	drama	1
économie	ekɔnɔmi	french	noun	economy	1
émotion	emɔsjɔ̃	french	noun	emotion	1
énergie	eneʁʒi	french	noun	energy	0
exemple	ɛɡzɑ̃pl	french	noun	example	0
famille	famij	french	noun	family	0
festival	fɛstival	french	noun	festival	0
forme	fɔʁm	french	noun	form	0
fonction	fɔ̃ksjɔ̃	french	noun	function	0
hôpital	opital	french	noun	hospital	0
idée	ide	french	noun	idea	1
industrie	ɛ̃dystʁi	french	noun	industry	0
information	ɛ̃fɔʁmasjɔ̃	french	noun	information	0
instrument	ɛ̃stʁymɑ̃	french	noun	instrument	0
intelligence	ɛ̃telijɑ̃s	french	noun	intelligence	0
internet	ɛ̃tɛʁnɛt	french	noun	internet	1
intérêt	ɛ̃tɛʁɛ	french	noun	interest	0
international	ɛ̃tɛʁnasjɔ̃nal	french	noun	international	0
justice	ʒystys	french	noun	justice	0
langue	lɑ̃ɡ	french	noun	language	0
logique	lɔʒik	french	noun	logic	1
manuel	manɥɛl	french	noun	manual	0
carte	kaʁt	french	noun	map	0
matériau	mateʁijo	french	noun	material	1
médias	medja	french	noun	media	0
mémoire	memwaʁ	french	noun	memory	0
métal	metal	french	noun	metal	0
méthode	metɔd	french	noun	method	1
minute	minyt	french	noun	minute	0
moderne	mɔdɛʁn	french	noun	modern	0
moment	mɔmɑ̃	french	noun	moment	0
musique	myzik	french	noun	music	1
nation	nasjɔ̃	french	noun	nation	0
naturel	natyʁɛl	french	noun	natural	0
nombre	nɔ̃bʁ	french	noun	number	0
objet	ɔbʒɛ	french	noun	object	0
bureau	byʁo	french	noun	office	0
opinion	ɔpinja	french	noun	opinion	0
organisation	ɔʁɡanizasjɔ̃	french	noun	organization	0
papier	papje	french	noun	paper	0
personne	pɛʁsɔn	french	noun	person	0
photo	fɔto	french	noun	photo	1
police	pɔlis	french	noun	police	1
politique	pɔlitik	french	noun	politics	1
population	pɔpylasjɔ̃	french	noun	population	0
président	pʁezidɑ̃	french	noun	president	0
problème	pʁɔblɛm	french	noun	problem	1
produit	pʁɔdɥi	french	noun	product	0
programme	pʁɔɡʁam	french	noun	program	1
radio	ʁadjo	french	noun	radio	0
région	ʁeʒjɔ̃	french	noun	region	0
religion	ʁeligjɔ̃	french	noun	religion	0
école	ekɔl	french	noun	school	0
science	sjɑ̃s	french	noun	science	0
situation	sitɥasjɔ̃	french	noun	situation	0
système	sistɛm	french	noun	system	1
téléphone	telɛfɔn	french	noun	telephone	1
télévision	telɛvizjɔ̃	french	noun	television	1
touriste	tuʁist	french	noun	tourist	0
université	ynivɛʁsite	french	noun	university	0
vision	vizjɔ̃	french	noun	vision	0
à propos de	apʁɔpo	french	function	about	0
après	apʁɛ	french	function	after	0
encore	ɑ̃kɔʁ	french	adverb	again	0
contre	kɔ̃tʁə	french	function	against	0
tout	tu	french	function	all	0
presque	pʁɛsk	french	adverb	almost	0
seul	sœl	french	adjective	alone	0
le long de	ləlɔ̃ɡdə	french	function	along	0
déjà	deʒa	french	adverb	already	0
aussi	osɛ	french	adverb	also	0
bien que	bjɛ̃kə	french	function	although	0
parmi	paʁmi	french	function	among	0
et	e	french	function	and	0
un autre	ynotʁə	french	function	another	0
n'importe quel	nɔ̃tʁəkɛl	french	function	any	0
autour de	aʁɔ̃də	french	function	around	0
comme	kɔm	french	function	as	0
à	a	french	function	at	0
loin	lwã	french	function	away	0
dos	dos	french	noun	back	0
être	ɛtʁə	french	verb	be	0
devenir	dəvniʁ	french	verb	become	0
avant	avɑ̃	french	function	before	0
commencer	kɔ̃mɑ̃se	french	verb	begin	0
derrière	dɛʁjɛʁ	french	function	behind	0
croire	kʁɥaʁ	french	verb	believe	0
en dessous	ɑ̃dəbɥ	french	function	below	0
entre	ɑ̃tʁə	french	function	between	0
au-delà	ɔdela	french	function	beyond	0
noir	nwaʁ	french	adjective	black	0
sang	sɑ̃	french	noun	blood	0
souffler	sufle	french	verb	blow	0
bleu	blø	french	adjective	blue	0
corps	kɔʁ	french	noun	body	0
les deux	lezwazo	french	function	both	0
casser	kaʁe	french	verb	break	0
apporter	bʁɔʁe	french	verb	bring	0
brun	bʁœ̃	french	adjective	brown	0
brûler	bʁyʁe	french	verb	burn	0
mais	mɛ	french	function	but	0
acheter	aʃtə	french	verb	buy	0
par	paʁ	french	function	by	0
pouvoir	pouvwaʁ	french	verb	can	0
attraper	atʃapə	french	verb	catch	0
clair	klɛʁ	french	adjective	clear	0
grimper	ɡʁimpe	french	verb	climb	0
venir	vən	french	verb	come	0
frais	fʁɛ	french	adjective	cool	0
compter	kɔ̃te	french	verb	count	0
couvrir	kuvʁiʁ	french	verb	cover	0
couper	kyte	french	verb	cut	0
sombre	sɔmɛʁ	french	adjective	dark	0
mort	mɔʁ	french	adjective	dead	0
profond	pʁɔfɔ̃	french	adjective	deep	0
creuser	kœɡə	french	verb	dig	0
faire	fɛʁə	french	verb	do	0
en bas	ɑ̃ba	french	function	down	0
boire	bʁɛ̃ʁ	french	verb	drink	0
conduire	kɔ̃dyʁ	french	verb	drive	0
laisser tomber	lasɛtɔ̃bʁə	french	verb	drop	0
sec	sɛk	french	adjective	dry	0
chaque	ʃak	french	function	each	0
tôt	to	french	adverb	early	0
est	ɛ	french	noun	east	0
bord	bɔʁ	french	function	edge	0
fin	fɛ̃	french	noun	end	0
visage	vizaʒ	french	noun	face	0
tomber	tɔ̃be	french	verb	fall	0
loin	lwɛ̃	french	adjective	far	0
rapide	ʁapid	french	adjective	fast	0
gras	ɡʁa	french	adjective	fat	0
peur	pœʁ	french	noun	fear	0
nourrir	nuʁiʁ	french	verb	feed	0
sentir	sɑ̃tiʁ	french	verb	feel	0
